type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
takeoff,JFK,22R,1717632048.38,2024-06-06T00:00:48Z,40.64626,-73.76667,210.9,407be2,G-EILA,A333,AIRBUS A-330-300,0
landing,JFK,22L,1717632127.96,2024-06-06T00:02:07Z,40.632454,-73.76622,241.9,a2b622,N274JB,E190,EMBRAER ERJ-190-100,0
landing,LGA,22,1717632176.17,2024-06-06T00:02:56Z,40.773511,-73.879951,185.6,a017a8,N105DX,A321,AIRBUS A-321,0
landing,JFK,22L,1717632178.32,2024-06-06T00:02:58Z,40.636185,-73.761948,210.9,a67f81,N518DQ,A21N,AIRBUS A-321neo,0
takeoff,JFK,22R,1717632183.95,2024-06-06T00:03:03Z,40.64981,-73.763877,210.9,a06703,N125HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,04,1717632219.21,2024-06-06T00:03:39Z,40.779099,-73.878418,30.9,a33eb1,N308SY,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,22L,1717632262.1,2024-06-06T00:04:22Z,40.630153,-73.766857,230.6,a13af4,N179DN,B763,BOEING 767-300,0
takeoff,JFK,22R,1717632267.77,2024-06-06T00:04:27Z,40.646473,-73.766495,210.9,a13391,N177DZ,B763,BOEING 767-300,0
takeoff,JFK,22R,1717632314.69,2024-06-06T00:05:14Z,40.649677,-73.763992,210.9,aa01a2,N744CK,B744,BOEING 747-400,0
landing,LGA,22,1717632315.24,2024-06-06T00:05:15Z,40.778666,-73.876253,210.9,a984b1,N712NK,A21N,AIRBUS A-321neo,0
landing,JFK,22L,1717632375.11,2024-06-06T00:06:15Z,40.630371,-73.766693,227.8,ad8bed,N972JT,A321,AIRBUS A-321,0
takeoff,JFK,22R,1717632449.31,2024-06-06T00:07:29Z,40.646702,-73.766312,210.9,adbaca,N984JB,A321,AIRBUS A-321,0
landing,LGA,22,1717632489.64,2024-06-06T00:08:09Z,40.777002,-73.877657,210.9,addb47,N992NK,A20N,AIRBUS A-320neo,0
takeoff,LGA,22,1717632509.7,2024-06-06T00:08:29Z,40.777737,-73.878555,210.9,a41bb5,N364FR,A20N,AIRBUS A-320neo,0
landing,JFK,22L,1717632512.76,2024-06-06T00:08:32Z,40.629559,-73.768341,239.1,780a9b,B-LRA,A359,AIRBUS A-350-900,0
takeoff,JFK,22R,1717632534.62,2024-06-06T00:08:54Z,40.647972,-73.76532,210.9,4006c4,G-VIIS,B772,BOEING 777-200,0
landing,LGA,22,1717632601.13,2024-06-06T00:10:01Z,40.773534,-73.87992,185.6,a0345f,N112HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,22L,1717632641.0,2024-06-06T00:10:41Z,40.630607,-73.766499,222.2,a009a4,N101NN,A321,AIRBUS A-321,0
landing,LGA,22,1717632697.06,2024-06-06T00:11:37Z,40.773732,-73.879951,180.0,a4e181,N413YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,31,1717632722.7,2024-06-06T00:12:02Z,40.779935,-73.877517,300.9,a53436,N434YX,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,22L,1717632760.34,2024-06-06T00:12:40Z,40.630692,-73.766479,219.4,a70f11,N554JB,A320,AIRBUS A-320,0
takeoff,JFK,22R,1717632789.61,2024-06-06T00:13:09Z,40.646267,-73.766647,210.9,ab8fd0,N844MH,B764,BOEING 767-400,0
takeoff,LGA,31,1717632790.18,2024-06-06T00:13:10Z,40.778973,-73.875504,300.9,ad2c19,N948NN,B738,BOEING 737-800,0
landing,JFK,22L,1717632855.52,2024-06-06T00:14:15Z,40.630405,-73.766785,225.0,ab09b4,N810DN,B739,BOEING 737-900,0
takeoff,JFK,22R,1717632857.05,2024-06-06T00:14:17Z,40.64677,-73.766266,210.9,aca5e5,N914DU,B739,BOEING 737-900,0
landing,LGA,22,1717632922.93,2024-06-06T00:15:22Z,40.773411,-73.880661,210.9,ac1547,N878NN,B738,BOEING 737-800,0
landing,LGA,13,1717632975.86,2024-06-06T00:16:15Z,40.776855,-73.87085,123.8,a50cb7,N424YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1717632979.41,2024-06-06T00:16:19Z,40.776723,-73.870572,120.9,a50cb7,N424YX,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,22L,1717633007.13,2024-06-06T00:16:47Z,40.630486,-73.766586,225.0,a3f7b8,N355DN,A321,AIRBUS A-321,0
takeoff,JFK,22R,1717633040.39,2024-06-06T00:17:20Z,40.646062,-73.766811,210.9,a654cb,N507JT,A320,AIRBUS A-320,0
takeoff,LGA,31,1717633098.26,2024-06-06T00:18:18Z,40.779488,-73.876663,292.5,a030a8,N111HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,04,1717633126.58,2024-06-06T00:18:46Z,40.776036,-73.876752,64.7,abd9d9,N8629A,B738,BOEING 737-800,0
landing,LGA,22,1717633180.36,2024-06-06T00:19:40Z,40.773697,-73.87992,182.8,ac159a,N878RW,E170,EMBRAER ERJ-170-100,0
takeoff,JFK,13L,1717633180.61,2024-06-06T00:19:40Z,40.649274,-73.768683,120.9,a07228,N128HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,22R,1717633180.81,2024-06-06T00:19:40Z,40.6275,-73.781246,210.9,a9b62c,N725AN,B77W,BOEING 777-300ER,0
takeoff,LGA,04,1717633187.25,2024-06-06T00:19:47Z,40.779807,-73.877844,25.3,a22ac6,N239JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,04,1717633204.71,2024-06-06T00:20:04Z,40.776036,-73.876799,61.9,a3ed91,N352PS,B738,BOEING 737-800,0
landing,JFK,22L,1717633243.94,2024-06-06T00:20:43Z,40.630747,-73.766374,219.4,a8021b,N615JB,A320,AIRBUS A-320,0
landing,LGA,22,1717633246.28,2024-06-06T00:20:46Z,40.771271,-73.882339,205.3,ac3b78,N8879Q,B38M,BOEING 737 MAX 8,0
takeoff,LGA,31,1717633259.21,2024-06-06T00:20:59Z,40.77943,-73.87645,300.9,a448db,N3751B,B738,BOEING 737-800,0
landing,LGA,22,1717633309.32,2024-06-06T00:21:49Z,40.774349,-73.879857,210.9,abef16,N8681M,B738,BOEING 737-800,0
takeoff,LGA,31,1717633323.27,2024-06-06T00:22:03Z,40.77895,-73.875473,303.8,a013ee,N104DU,BCS1,AIRBUS A220-100,0
landing,JFK,22L,1717633368.4,2024-06-06T00:22:48Z,40.625859,-73.770275,236.2,71be37,HL7637,B748,BOEING 747-8,0
takeoff,JFK,22R,1717633381.07,2024-06-06T00:23:01Z,40.646679,-73.766342,209.5,e8026c,CC-BBE,B788,BOEING 787-8 Dreamliner,0
takeoff,LGA,31,1717633389.23,2024-06-06T00:23:09Z,40.780106,-73.876282,303.8,abb089,N852UA,A319,AIRBUS A-319,0
takeoff,LGA,22,1717633456.53,2024-06-06T00:24:16Z,40.779213,-73.878311,210.9,a50900,N423YX,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,22L,1717633471.52,2024-06-06T00:24:31Z,40.633713,-73.763962,216.6,a4fc00,N420DX,A339,AIRBUS A-330-900,0
landing,LGA,22,1717633492.86,2024-06-06T00:24:52Z,40.773445,-73.879974,182.8,a3cc82,N344DN,A321,AIRBUS A-321,0
takeoff,JFK,22R,1717633577.08,2024-06-06T00:26:17Z,40.647812,-73.765442,210.9,ab9387,N845MH,B764,BOEING 767-400,0
takeoff,LGA,31,1717633598.52,2024-06-06T00:26:38Z,40.779499,-73.875046,300.9,a05f31,N123DQ,BCS1,AIRBUS A220-100,0
landing,JFK,22L,1717633600.66,2024-06-06T00:26:40Z,40.630549,-73.766608,222.2,a06815,N125UP,A306,AIRBUS A-300-600,0
takeoff,JFK,22R,1717633661.07,2024-06-06T00:27:41Z,40.646656,-73.766373,210.9,ad4bcb,N956JT,A321,AIRBUS A-321,0
landing,JFK,22L,1717633708.86,2024-06-06T00:28:28Z,40.630432,-73.766811,225.0,a01880,N105NN,A321,AIRBUS A-321,0
landing,LGA,22,1717633721.34,2024-06-06T00:28:41Z,40.77365,-73.879936,182.8,a301f3,N293PQ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,31,1717633724.81,2024-06-06T00:28:44Z,40.778969,-73.875504,300.9,ab1d06,N815MD,E170,EMBRAER ERJ-170-100,0
takeoff,JFK,22R,1717633725.68,2024-06-06T00:28:45Z,40.649833,-73.763861,209.5,a7d63e,N604BK,LJ60,LEARJET 60,8
