type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
takeoff,LGA,13,1762992010.29,2025-11-13T00:00:10Z,40.773208,-73.861864,123.8,a4f7cb,N419YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1762992011.44,2025-11-13T00:00:11Z,40.63131,-73.779114,300.9,478f5c,LN-RKM,A333,AIRBUS A-330-300,0
takeoff,LGA,13,1762992047.91,2025-11-13T00:00:47Z,40.773148,-73.863312,123.8,a43b91,N372DN,A321,AIRBUS A-321,0
landing,LGA,22,1762992068.17,2025-11-13T00:01:08Z,40.774686,-73.879561,208.1,a20347,N229JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1762992068.4,2025-11-13T00:01:08Z,40.773228,-73.861893,123.8,abdf3f,N864RW,E170,EMBRAER ERJ-170-100,0
takeoff,JFK,31L,1762992128.55,2025-11-13T00:02:08Z,40.6307,-73.77775,298.1,a32bf3,N303RE,B38M,BOEING 737 MAX 8,0
landing,JFK,31R,1762992133.29,2025-11-13T00:02:13Z,40.651707,-73.776907,300.9,adf194,N998NN,B738,BOEING 737-800,0
landing,LGA,22,1762992145.94,2025-11-13T00:02:25Z,40.778166,-73.876705,213.8,a3d425,N346FR,A20N,AIRBUS A-320neo,0
takeoff,LGA,31,1762992166.19,2025-11-13T00:02:46Z,40.773243,-73.85957,300.9,a44988,N3756,B738,BOEING 737-800,0
takeoff,JFK,31L,1762992206.54,2025-11-13T00:03:26Z,40.630634,-73.777573,300.9,a062ec,N124DU,BCS1,AIRBUS A220-100,0
landing,JFK,31R,1762992236.7,2025-11-13T00:03:56Z,40.651611,-73.776642,300.9,a30121,N293FE,B763,BOEING 767-300,0
landing,LGA,22,1762992246.22,2025-11-13T00:04:06Z,40.775768,-73.878671,210.9,a8996b,N653RW,E170,EMBRAER ERJ-170-100,0
takeoff,LGA,13,1762992278.42,2025-11-13T00:04:38Z,40.773239,-73.863525,123.8,a48e46,N393DN,A321,AIRBUS A-321,0
takeoff,JFK,31L,1762992279.99,2025-11-13T00:04:39Z,40.631046,-73.778534,299.6,ab4e94,N828AA,B789,BOEING 787-9 Dreamliner,0
takeoff,LGA,31,1762992300.55,2025-11-13T00:05:00Z,40.772254,-73.85751,303.8,a26f6f,N256SY,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,22,1762992328.61,2025-11-13T00:05:28Z,40.774931,-73.879358,210.9,a55f6c,N445YX,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,31R,1762992354.43,2025-11-13T00:05:54Z,40.651543,-73.776505,300.9,a1286c,N174DZ,B763,BOEING 767-300,0
takeoff,JFK,31L,1762992383.07,2025-11-13T00:06:23Z,40.629353,-73.774765,298.1,a4d65c,N410YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1762992404.34,2025-11-13T00:06:44Z,40.775093,-73.865812,123.8,acd1f6,N925NN,B738,BOEING 737-800,0
landing,LGA,22,1762992425.07,2025-11-13T00:07:05Z,40.774727,-73.879517,210.9,a4bdb9,N404YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1762992470.82,2025-11-13T00:07:50Z,40.631969,-73.780559,300.9,40641d,G-VLUV,A333,AIRBUS A-330-300,0
landing,JFK,31R,1762992479.96,2025-11-13T00:07:59Z,40.651749,-73.777008,300.9,aca309,N913NN,B738,BOEING 737-800,0
landing,LGA,22,1762992498.99,2025-11-13T00:08:18Z,40.776269,-73.87825,213.8,a07bef,N130HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,22,1762992578.18,2025-11-13T00:09:38Z,40.778608,-73.876346,213.8,a057c7,N121DU,BCS1,AIRBUS A220-100,0
takeoff,JFK,31L,1762992629.34,2025-11-13T00:10:29Z,40.630692,-73.77771,300.9,a519b8,N428DX,A339,,0
landing,LGA,22,1762992659.14,2025-11-13T00:10:59Z,40.779694,-73.875458,213.8,a519ea,N428FX,E545,EMBRAER EMB545 Praetor 500,0
takeoff,JFK,31L,1762992707.8,2025-11-13T00:11:47Z,40.631161,-73.778748,300.9,407be6,G-EIDY,A333,AIRBUS A-330-300,0
landing,JFK,31R,1762992716.86,2025-11-13T00:11:56Z,40.65049,-73.7742,300.9,a6e361,N543DE,A21N,AIRBUS A-321neo,0
landing,LGA,22,1762992720.59,2025-11-13T00:12:00Z,40.778858,-73.876144,210.9,a5cf3c,N47340,B38M,BOEING 737 MAX 8,0
landing,JFK,31R,1762992811.5,2025-11-13T00:13:31Z,40.649379,-73.771758,300.9,a98f6a,N715JB,A320,AIRBUS A-320,0
landing,LGA,22,1762992832.32,2025-11-13T00:13:52Z,40.778595,-73.876373,210.9,a7ad0d,N594JB,A320,AIRBUS A-320,0
takeoff,LGA,31,1762992840.08,2025-11-13T00:14:00Z,40.773103,-73.859336,300.9,a53f5b,N437YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1762992842.13,2025-11-13T00:14:02Z,40.630829,-73.778,300.9,a7946a,N588JB,A320,AIRBUS A-320,0
takeoff,JFK,31L,1762992898.03,2025-11-13T00:14:58Z,40.630417,-73.777084,300.9,a6aaba,N529DT,A21N,AIRBUS A-321neo,0
landing,LGA,22,1762992916.57,2025-11-13T00:15:16Z,40.774773,-73.879471,210.9,a4b64b,N402YX,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,31R,1762992921.98,2025-11-13T00:15:21Z,40.652161,-73.777906,298.1,a33ed6,N308UK,B38M,,0
landing,LGA,22,1762992984.44,2025-11-13T00:16:24Z,40.777966,-73.876862,213.8,aca3e6,N913XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,JFK,31L,1762992992.96,2025-11-13T00:16:32Z,40.631115,-73.778671,300.9,394a04,F-GSQE,B77W,BOEING 777-300ER,0
landing,JFK,31R,1762993040.23,2025-11-13T00:17:20Z,40.649723,-73.772476,300.9,a3245d,N301PQ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,31,1762993047.32,2025-11-13T00:17:27Z,40.773278,-73.859633,300.9,a4414a,N3730B,B738,BOEING 737-800,0
landing,LGA,22,1762993053.71,2025-11-13T00:17:33Z,40.774887,-73.879364,210.9,a1dd2d,N219YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,04,1762993097.77,2025-11-13T00:18:17Z,40.776077,-73.876602,75.9,aca3e6,N913XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,JFK,31L,1762993110.83,2025-11-13T00:18:30Z,40.631184,-73.778778,300.9,a36825,N3189J,BCS3,AIRBUS A220-300,0
takeoff,LGA,31,1762993133.55,2025-11-13T00:18:53Z,40.775093,-73.86344,298.1,a153de,N185GJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,13,1762993145.16,2025-11-13T00:19:05Z,40.773034,-73.86149,123.8,a4c527,N406YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1762993154.2,2025-11-13T00:19:14Z,40.77194,-73.859227,123.8,a3d3f0,N346DN,A321,AIRBUS A-321,0
