type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
landing,LGA,13,1676683811.85,2023-02-18T01:30:11Z,40.776169,-73.868042,120.9,ab385e,N822AW,A319,AIRBUS A-319,0
takeoff,LGA,13,1676683811.85,2023-02-18T01:30:11Z,40.776169,-73.868042,120.9,ab385e,N822AW,A319,AIRBUS A-319,0
takeoff,LGA,22,1676683957.55,2023-02-18T01:32:37Z,40.770112,-73.884539,185.6,a8955e,N652NK,A320,AIRBUS A-320,0
landing,LGA,13,1676684109.28,2023-02-18T01:35:09Z,40.772812,-73.862473,143.4,a1e58f,N221JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1676684133.19,2023-02-18T01:35:33Z,40.772091,-73.861193,132.2,a1e58f,N221JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,13,1676684216.22,2023-02-18T01:36:56Z,40.772068,-73.86305,157.5,a3c233,N341NB,A319,AIRBUS A-319,0
landing,LGA,13,1676684699.9,2023-02-18T01:44:59Z,40.780151,-73.876373,123.8,a4000f,N357NW,A320,AIRBUS A-320,0
takeoff,LGA,13,1676685066.97,2023-02-18T01:51:06Z,40.772521,-73.860397,123.8,a4000f,N357NW,A320,AIRBUS A-320,0
takeoff,LGA,22,1676686403.1,2023-02-18T02:13:23Z,40.773754,-73.878845,213.8,a34294,N309US,A320,AIRBUS A-320,0
takeoff,LGA,13,1676686425.96,2023-02-18T02:13:45Z,40.772044,-73.862301,109.7,a3c233,N341NB,A319,AIRBUS A-319,0
landing,LGA,13,1676686618.49,2023-02-18T02:16:58Z,40.771889,-73.860992,165.9,a414fb,N362NW,A320,AIRBUS A-320,0
takeoff,LGA,13,1676686618.49,2023-02-18T02:16:58Z,40.771889,-73.860992,165.9,a414fb,N362NW,A320,AIRBUS A-320,0
takeoff,LGA,22,1676686723.81,2023-02-18T02:18:43Z,40.773674,-73.878921,210.9,a4795a,N388DN,A321,AIRBUS A-321,0
landing,LGA,13,1676687235.03,2023-02-18T02:27:15Z,40.778259,-73.872414,123.8,a46310,N382DN,A321,AIRBUS A-321,0
landing,LGA,13,1676687270.55,2023-02-18T02:27:50Z,40.772598,-73.860565,120.9,a1b092,N208JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1676687270.55,2023-02-18T02:27:50Z,40.772598,-73.860565,120.9,a1b092,N208JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,31,1676687391.94,2023-02-18T02:29:51Z,40.775582,-73.864424,300.9,ab6eb9,N836AW,A319,AIRBUS A-319,0
takeoff,LGA,22,1676691490.25,2023-02-18T03:38:10Z,40.773731,-73.878876,213.8,ab6eb9,N836AW,A319,AIRBUS A-319,0
landing,LGA,13,1676693640.5,2023-02-18T04:14:00Z,40.776089,-73.869446,146.2,aa88d2,N778XF,A319,AIRBUS A-319,0
takeoff,LGA,13,1676693640.5,2023-02-18T04:14:00Z,40.776089,-73.869446,146.2,aa88d2,N778XF,A319,AIRBUS A-319,0
landing,LGA,31,1676694463.86,2023-02-18T04:27:43Z,40.775654,-73.864609,300.9,a85119,N635JB,A320,AIRBUS A-320,0
landing,LGA,31,1676695135.81,2023-02-18T04:38:55Z,40.776649,-73.866714,303.8,a0a30e,N140DU,BCS1,AIRBUS A220-100,0
takeoff,LGA,31,1676695135.81,2023-02-18T04:38:55Z,40.776649,-73.866714,303.8,a0a30e,N140DU,BCS1,AIRBUS A220-100,0
landing,LGA,13,1676695908.29,2023-02-18T04:51:48Z,40.776234,-73.869651,137.8,a4b21b,N401UA,A320,AIRBUS A-320,0
takeoff,LGA,13,1676695913.29,2023-02-18T04:51:53Z,40.776048,-73.869527,154.7,a4b21b,N401UA,A320,AIRBUS A-320,0
landing,LGA,22,1676696005.05,2023-02-18T04:53:25Z,40.774512,-73.878235,213.8,a84d62,N634JB,A320,AIRBUS A-320,0
takeoff,LGA,22,1676696019.03,2023-02-18T04:53:39Z,40.773662,-73.878937,213.8,a84d62,N634JB,A320,AIRBUS A-320,0
landing,LGA,13,1676696039.47,2023-02-18T04:53:59Z,40.772568,-73.860507,123.8,a423d7,N366NW,A320,AIRBUS A-320,0
landing,LGA,31,1676696154.92,2023-02-18T04:55:54Z,40.776455,-73.866359,300.9,a06a5a,N126DU,BCS1,AIRBUS A220-100,0
landing,LGA,13,1676696165.83,2023-02-18T04:56:05Z,40.771905,-73.860975,160.3,a008c5,N101DQ,A321,AIRBUS A-321,0
landing,LGA,13,1676697021.21,2023-02-18T05:10:21Z,40.777863,-73.871602,120.9,a46a7e,N384DN,A321,AIRBUS A-321,0
landing,LGA,13,1676697332.94,2023-02-18T05:15:32Z,40.772015,-73.861008,157.5,a35605,N314DN,A321,AIRBUS A-321,0
takeoff,LGA,13,1676697340.13,2023-02-18T05:15:40Z,40.771846,-73.860928,157.5,a35605,N314DN,A321,AIRBUS A-321,0
landing,LGA,13,1676699924.06,2023-02-18T05:58:44Z,40.772475,-73.861895,120.9,ac5d61,N896UA,A319,AIRBUS A-319,0
landing,LGA,13,1676700334.6,2023-02-18T06:05:34Z,40.776558,-73.870224,120.9,aa0701,N745VJ,A319,AIRBUS A-319,0
landing,LGA,13,1676700740.64,2023-02-18T06:12:20Z,40.777176,-73.872513,149.1,a4ba76,N4032T,A319,AIRBUS A-319,0
takeoff,LGA,13,1676700740.64,2023-02-18T06:12:20Z,40.777176,-73.872513,149.1,a4ba76,N4032T,A319,AIRBUS A-319,0
takeoff,LGA,31,1676700810.4,2023-02-18T06:13:30Z,40.772278,-73.857483,317.8,aa0701,N745VJ,A319,AIRBUS A-319,0
landing,LGA,22,1676700895.96,2023-02-18T06:14:55Z,40.777302,-73.875931,216.6,aae465,N8001N,A319,AIRBUS A-319,0
takeoff,LGA,22,1676700910.38,2023-02-18T06:15:10Z,40.776793,-73.876362,213.8,aae465,N8001N,A319,AIRBUS A-319,0
landing,JFK,13R,1676706878.03,2023-02-18T07:54:38Z,40.634773,-73.783883,120.9,a3a990,N335NB,A319,AIRBUS A-319,0
takeoff,JFK,13R,1676706878.03,2023-02-18T07:54:38Z,40.634773,-73.783883,120.9,a3a990,N335NB,A319,AIRBUS A-319,0
landing,JFK,13R,1676714762.37,2023-02-18T10:06:02Z,40.640842,-73.797287,120.9,a4e714,N415DX,A339,AIRBUS A-330-900,0
