type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
landing,LGA,04,1727481670.18,2024-09-28T00:01:10Z,40.778961,-73.876022,36.6,a2348d,N241JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,22,1727481773.32,2024-09-28T00:02:53Z,40.776665,-73.875582,210.9,a51b93,N428YX,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,22L,1727481781.04,2024-09-28T00:03:01Z,40.632609,-73.764735,210.9,49526a,CS-TSJ,A21N,AIRBUS A-321neo,0
landing,JFK,31R,1727481791.52,2024-09-28T00:03:11Z,40.650341,-73.776657,300.9,a4ba02,N403YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1727481800.61,2024-09-28T00:03:20Z,40.649494,-73.815506,281.2,a6492f,N504DZ,A21N,AIRBUS A-321neo,0
landing,LGA,04,1727481829.42,2024-09-28T00:03:49Z,40.778876,-73.876112,36.6,abd063,N860RW,E170,EMBRAER ERJ-170-100,0
landing,JFK,13L,1727481858.75,2024-09-28T00:04:18Z,40.648979,-73.771088,129.4,a4fddb,N420YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1727481880.84,2024-09-28T00:04:40Z,40.778352,-73.873787,90.0,abd063,N860RW,E170,EMBRAER ERJ-170-100,0
landing,LGA,04,1727481923.38,2024-09-28T00:05:23Z,40.777491,-73.877236,36.6,acc040,N920XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,04,1727481933.58,2024-09-28T00:05:33Z,40.778224,-73.875987,61.9,acc040,N920XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,JFK,31L,1727481947.32,2024-09-28T00:05:47Z,40.649461,-73.815563,270.0,aa9093,N780AN,B772,BOEING 777-200,0
landing,JFK,13L,1727482003.65,2024-09-28T00:06:43Z,40.651299,-73.77594,120.9,a9b06f,N723TW,B752,BOEING 757-200,0
takeoff,JFK,31L,1727482019.11,2024-09-28T00:06:59Z,40.649507,-73.815641,271.4,7c8065,VH-ZNB,B789,BOEING 787-9 Dreamliner,0
landing,LGA,04,1727482027.87,2024-09-28T00:07:07Z,40.77933,-73.875722,30.9,a8d327,N668NK,A321,AIRBUS A-321,0
takeoff,LGA,13,1727482056.49,2024-09-28T00:07:36Z,40.780277,-73.874268,120.9,aba9e7,N8501V,B738,BOEING 737-800,0
takeoff,LGA,13,1727482056.94,2024-09-28T00:07:36Z,40.782303,-73.872528,106.9,a8d327,N668NK,A321,AIRBUS A-321,0
landing,JFK,22L,1727482062.46,2024-09-28T00:07:42Z,40.635487,-73.762497,210.9,a4dfa6,N413DX,A339,AIRBUS A-330-900,0
takeoff,JFK,31L,1727482076.04,2024-09-28T00:07:56Z,40.649517,-73.815384,300.9,abbee3,N856NW,A332,AIRBUS A-330-200,0
takeoff,JFK,22R,1727482123.2,2024-09-28T00:08:43Z,40.638556,-73.77555,210.9,acd2d3,N925XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
landing,JFK,13L,1727482147.82,2024-09-28T00:09:07Z,40.647331,-73.771882,160.3,a09961,N138EV,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,22,1727482183.3,2024-09-28T00:09:43Z,40.776199,-73.875972,213.8,acc1ee,N921AN,B738,BOEING 737-800,0
landing,JFK,13L,1727482186.87,2024-09-28T00:09:46Z,40.651222,-73.775726,120.9,aac7ab,N794JB,A320,AIRBUS A-320,0
takeoff,JFK,31L,1727482201.03,2024-09-28T00:10:01Z,40.648819,-73.816147,295.3,ade609,N995JL,A321,AIRBUS A-321,0
takeoff,JFK,31L,1727482223.25,2024-09-28T00:10:23Z,40.649542,-73.815563,267.2,abec9b,N868AM,B38M,BOEING 737 MAX 8,0
landing,LGA,04,1727482245.12,2024-09-28T00:10:45Z,40.779488,-73.875565,36.6,a00929,N101HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,13L,1727482342.69,2024-09-28T00:12:22Z,40.646519,-73.770966,160.3,a19dff,N203JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1727482348.74,2024-09-28T00:12:28Z,40.649437,-73.815609,264.4,ad3cdf,N952JB,A321,AIRBUS A-321,0
takeoff,LGA,22,1727482401.21,2024-09-28T00:13:21Z,40.776604,-73.875626,210.9,a03b67,N114DN,A321,AIRBUS A-321,0
landing,LGA,04,1727482451.28,2024-09-28T00:14:11Z,40.78252,-73.873062,53.4,a08acb,N134HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1727482453.45,2024-09-28T00:14:13Z,40.649542,-73.815484,295.3,4b1880,HB-JHG,A333,AIRBUS A-330-300,0
landing,JFK,22R,1727482478.24,2024-09-28T00:14:38Z,40.645213,-73.770899,182.8,a34825,N310PQ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
landing,JFK,13L,1727482540.51,2024-09-28T00:15:40Z,40.651268,-73.775864,120.9,ad6f93,N965JT,A321,AIRBUS A-321,0
landing,LGA,04,1727482551.06,2024-09-28T00:15:51Z,40.779545,-73.875473,50.6,a7cc00,N601LR,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,13,1727482577.27,2024-09-28T00:16:17Z,40.779087,-73.87413,120.9,a7cc00,N601LR,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,13,1727482578.13,2024-09-28T00:16:18Z,40.780209,-73.874161,120.9,a46a7e,N384DN,A321,AIRBUS A-321,0
takeoff,LGA,13,1727482650.83,2024-09-28T00:17:30Z,40.780312,-73.874344,120.9,a10e29,N16709,B737,BOEING 737-700,0
takeoff,JFK,31L,1727482659.36,2024-09-28T00:17:39Z,40.649563,-73.815536,289.7,aa2ca9,N755AN,B772,BOEING 777-200,0
landing,JFK,13L,1727482661.41,2024-09-28T00:17:41Z,40.648968,-73.771072,129.4,a2c93f,N279PQ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,JFK,13R,1727482698.07,2024-09-28T00:18:18Z,40.647354,-73.81447,120.9,44ccc3,OO-SFC,A333,AIRBUS A-330-300,0
takeoff,JFK,31L,1727482719.55,2024-09-28T00:18:39Z,40.649506,-73.815445,284.1,a414fb,N362NW,A320,AIRBUS A-320,0
landing,JFK,13L,1727482778.01,2024-09-28T00:19:38Z,40.651108,-73.775558,120.9,789242,B-LQE,A359,AIRBUS A-350-900,0
takeoff,JFK,31L,1727482827.52,2024-09-28T00:20:27Z,40.649563,-73.815567,292.5,a4ccba,N4080J,A21N,,0
landing,LGA,13,1727482831.06,2024-09-28T00:20:31Z,40.779522,-73.875031,106.9,a6cb48,N537JT,A320,AIRBUS A-320,0
landing,JFK,22L,1727482913.61,2024-09-28T00:21:53Z,40.632568,-73.764786,208.1,a210c5,N232JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,13L,1727482918.09,2024-09-28T00:21:58Z,40.649111,-73.771118,120.9,a3866d,N326US,A320,AIRBUS A-320,8
landing,LGA,04,1727482949.58,2024-09-28T00:22:29Z,40.778961,-73.875992,42.2,acba30,N919XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,JFK,31L,1727482972.52,2024-09-28T00:22:52Z,40.64953,-73.8155,292.5,a1a3a9,N2043J,A21N,AIRBUS A-321neo,0
landing,LGA,04,1727483015.4,2024-09-28T00:23:35Z,40.778996,-73.875885,56.2,ab3d17,N823MD,E170,EMBRAER ERJ-170-100,0
takeoff,LGA,13,1727483040.77,2024-09-28T00:24:00Z,40.778538,-73.874598,120.9,ab3d17,N823MD,E170,EMBRAER ERJ-170-100,0
landing,JFK,22R,1727483046.66,2024-09-28T00:24:06Z,40.646854,-73.768917,168.8,a69f88,N526DE,A21N,AIRBUS A-321neo,0
takeoff,LGA,13,1727483047.06,2024-09-28T00:24:07Z,40.7803,-73.874329,120.9,a90bdb,N682NK,A321,AIRBUS A-321,0
landing,LGA,04,1727483102.61,2024-09-28T00:25:02Z,40.782204,-73.873288,45.0,a1a1b6,N204JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1727483112.24,2024-09-28T00:25:12Z,40.649483,-73.815674,272.8,40808b,G-VRIF,A339,AIRBUS A-330-900,0
landing,JFK,13L,1727483130.97,2024-09-28T00:25:30Z,40.648867,-73.770884,132.2,ad56e0,N959JB,A321,AIRBUS A-321,0
takeoff,JFK,31L,1727483190.95,2024-09-28T00:26:30Z,40.648796,-73.816193,286.9,ab6851,N834MH,B764,BOEING 767-400,0
takeoff,LGA,13,1727483214.31,2024-09-28T00:26:54Z,40.777037,-73.86987,120.9,a1a1b6,N204JQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,13L,1727483221.41,2024-09-28T00:27:01Z,40.651183,-73.775721,120.9,a7a1e8,N591JB,A320,AIRBUS A-320,0
takeoff,JFK,31L,1727483225.96,2024-09-28T00:27:05Z,40.649506,-73.815491,281.2,a1863b,N198DN,B763,BOEING 767-300,0
