type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
takeoff,JFK,31L,1694476889.25,2023-09-12T00:01:29Z,40.639858,-73.793091,300.9,a03fff,N115NN,A321,AIRBUS A-321,0
takeoff,JFK,31L,1694477058.26,2023-09-12T00:04:18Z,40.641232,-73.795074,345.9,ab80f4,N840MH,B764,BOEING 767-400,0
takeoff,JFK,13R,1694477467.65,2023-09-12T00:11:07Z,40.641724,-73.793015,109.7,3c64ec,D-AIGL,A343,AIRBUS A-340-300,0
takeoff,LGA,31,1694477770.73,2023-09-12T00:16:10Z,40.776821,-73.870758,300.9,a3ac7a,N336DX,A321,AIRBUS A-321,0
landing,LGA,13,1694477890.02,2023-09-12T00:18:10Z,40.77673,-73.870544,120.9,ab34a7,N821AW,A319,AIRBUS A-319,0
takeoff,LGA,13,1694477892.02,2023-09-12T00:18:12Z,40.776672,-73.870438,120.9,ab34a7,N821AW,A319,AIRBUS A-319,0
landing,LGA,13,1694478524.95,2023-09-12T00:28:44Z,40.777875,-73.871633,123.8,a49d22,N397DN,A321,AIRBUS A-321,0
takeoff,LGA,13,1694478524.95,2023-09-12T00:28:44Z,40.777875,-73.871633,123.8,a49d22,N397DN,A321,AIRBUS A-321,0
landing,JFK,31L,1694478706.42,2023-09-12T00:31:46Z,40.639917,-73.793215,300.9,a033ae,N112AN,A321,AIRBUS A-321,0
takeoff,JFK,31L,1694478706.42,2023-09-12T00:31:46Z,40.639917,-73.793215,300.9,a033ae,N112AN,A321,AIRBUS A-321,0
takeoff,LGA,31,1694479639.75,2023-09-12T00:47:19Z,40.776707,-73.870529,300.9,ac6886,N899UA,A319,AIRBUS A-319,0
landing,JFK,31L,1694479668.4,2023-09-12T00:47:48Z,40.640546,-73.79462,300.9,780aa2,B-LRB,A359,AIRBUS A-350-900,0
takeoff,JFK,31L,1694479668.4,2023-09-12T00:47:48Z,40.640546,-73.79462,300.9,780aa2,B-LRB,A359,AIRBUS A-350-900,0
landing,LGA,13,1694479800.27,2023-09-12T00:50:00Z,40.778137,-73.872147,123.8,ab10df,N812AW,A319,AIRBUS A-319,0
takeoff,LGA,13,1694479825.02,2023-09-12T00:50:25Z,40.777657,-73.87117,123.8,ab10df,N812AW,A319,AIRBUS A-319,0
landing,JFK,31L,1694479875.66,2023-09-12T00:51:15Z,40.640534,-73.794604,300.9,3949f8,F-GSPY,B772,BOEING 777-200,0
takeoff,JFK,31L,1694479875.66,2023-09-12T00:51:15Z,40.640534,-73.794604,300.9,3949f8,F-GSPY,B772,BOEING 777-200,0
landing,LGA,22,1694479881.72,2023-09-12T00:51:21Z,40.779737,-73.873896,213.8,a4c170,N405YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,31,1694480092.78,2023-09-12T00:54:52Z,40.776901,-73.870926,300.9,a471ec,N386DN,A321,AIRBUS A-321,0
landing,LGA,13,1694480123.8,2023-09-12T00:55:23Z,40.77626,-73.869568,123.8,a83e86,N630JB,A320,AIRBUS A-320,0
landing,LGA,13,1694480490.76,2023-09-12T01:01:30Z,40.77816,-73.872238,120.9,a05f95,N123HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1694480490.76,2023-09-12T01:01:30Z,40.77816,-73.872238,120.9,a05f95,N123HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,13,1694481003.07,2023-09-12T01:10:03Z,40.778073,-73.872039,120.9,a722b1,N559UW,A321,AIRBUS A-321,0
landing,LGA,22,1694481520.1,2023-09-12T01:18:40Z,40.779728,-73.873917,210.9,ad0851,N939NN,B738,BOEING 737-800,0
landing,LGA,13,1694481671.01,2023-09-12T01:21:11Z,40.778119,-73.872148,123.8,ab975c,N846NN,B738,BOEING 737-800,0
landing,JFK,22L,1694481689.12,2023-09-12T01:21:29Z,40.626652,-73.769333,210.9,71be44,HL7644,B748,BOEING 747-8,0
landing,LGA,22,1694481785.36,2023-09-12T01:23:05Z,40.779877,-73.873771,213.8,acbf60,N920NK,A20N,AIRBUS A-320neo,0
takeoff,LGA,22,1694481787.77,2023-09-12T01:23:07Z,40.779679,-73.873943,213.8,acbf60,N920NK,A20N,AIRBUS A-320neo,0
takeoff,LGA,31,1694481865.82,2023-09-12T01:24:25Z,40.776775,-73.870712,300.9,a620b7,N494UA,A320,AIRBUS A-320,0
landing,LGA,13,1694481914.8,2023-09-12T01:25:14Z,40.778194,-73.872345,106.9,aa2701,N753US,A319,AIRBUS A-319,0
landing,LGA,13,1694482138.62,2023-09-12T01:28:58Z,40.776315,-73.869698,123.8,a3472f,N310DU,BCS3,AIRBUS A220-300,0
landing,LGA,22,1694482269.23,2023-09-12T01:31:09Z,40.779958,-73.873725,210.9,a44291,N3739P,B738,BOEING 737-800,0
takeoff,JFK,31L,1694482289.85,2023-09-12T01:31:29Z,40.635063,-73.782547,300.9,71be44,HL7644,B748,BOEING 747-8,0
takeoff,LGA,31,1694482329.09,2023-09-12T01:32:09Z,40.776816,-73.870775,300.9,ab4531,N825UA,A319,AIRBUS A-319,0
takeoff,LGA,31,1694482394.82,2023-09-12T01:33:14Z,40.776821,-73.870758,300.9,ac2bd9,N88335,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,13,1694482400.31,2023-09-12T01:33:20Z,40.778178,-73.87232,115.3,c05bcf,C-GITY,A321,AIRBUS A-321,0
landing,LGA,13,1694482476.03,2023-09-12T01:34:36Z,40.778166,-73.872289,112.5,abfdaf,N8719Q,B38M,BOEING 737 MAX 8,0
landing,LGA,22,1694482554.23,2023-09-12T01:35:54Z,40.779751,-73.873886,213.8,a260ed,N252WN,B737,BOEING 737-700,0
takeoff,LGA,13,1694482600.79,2023-09-12T01:36:40Z,40.776306,-73.869675,129.4,a44291,N3739P,B738,BOEING 737-800,0
landing,LGA,04,1694482710.02,2023-09-12T01:38:30Z,40.780482,-73.874801,30.9,adeddd,N997NN,B738,BOEING 737-800,0
landing,LGA,22,1694482877.09,2023-09-12T01:41:17Z,40.779728,-73.873917,210.9,a35605,N314DN,A321,AIRBUS A-321,0
takeoff,LGA,31,1694482888.94,2023-09-12T01:41:28Z,40.776741,-73.87059,303.8,a4c170,N405YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,LGA,13,1694482944.82,2023-09-12T01:42:24Z,40.778119,-73.872148,120.9,a35605,N314DN,A321,AIRBUS A-321,0
landing,LGA,22,1694483046.82,2023-09-12T01:44:06Z,40.779702,-73.873927,213.8,a5adf1,N465UA,A320,AIRBUS A-320,0
landing,JFK,04R,1694483073.89,2023-09-12T01:44:33Z,40.630257,-73.770294,16.9,a96171,N703TW,B752,BOEING 757-200,0
takeoff,JFK,04R,1694483077.95,2023-09-12T01:44:37Z,40.630451,-73.770035,45.0,a96171,N703TW,B752,BOEING 757-200,0
landing,JFK,22L,1694483100.87,2023-09-12T01:45:00Z,40.629971,-73.767349,230.6,ad3c1f,N952AK,B39M,,0
takeoff,JFK,22L,1694483111.95,2023-09-12T01:45:11Z,40.629307,-73.768921,241.9,ad3c1f,N952AK,B39M,,0
landing,JFK,31L,1694483190.92,2023-09-12T01:46:30Z,40.629478,-73.770126,300.9,adc532,N987AN,B738,BOEING 737-800,0
takeoff,JFK,31L,1694483194.85,2023-09-12T01:46:34Z,40.629604,-73.770462,295.3,adc532,N987AN,B738,BOEING 737-800,0
landing,LGA,13,1694483246.22,2023-09-12T01:47:26Z,40.778178,-73.872258,123.8,c0671b,C-GNBE,BCS3,AIRBUS A220-300,0
landing,LGA,13,1694483304.39,2023-09-12T01:48:24Z,40.778131,-73.872195,115.3,a4f05d,N417YX,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,JFK,31L,1694483428.44,2023-09-12T01:50:28Z,40.629292,-73.76951,275.6,a0103b,N103DY,A321,AIRBUS A-321,0
