type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
takeoff,JFK,31L,1786752009.94,2026-08-15T00:00:09Z,40.635646,-73.788643,300.9,accb65,N923XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,JFK,22R,1786752024.74,2026-08-15T00:00:24Z,40.646484,-73.766479,210.9,a36fa4,N320PQ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
landing,LGA,22,1786752128.97,2026-08-15T00:02:08Z,40.777611,-73.877167,210.9,ac5e01,N8960L,B38M,,0
takeoff,JFK,22R,1786752156.38,2026-08-15T00:02:36Z,40.647228,-73.7659,210.9,a4b6b6,N4022J,A21N,AIRBUS A-321neo,0
landing,JFK,22L,1786752200.33,2026-08-15T00:03:20Z,40.634766,-73.763046,210.9,a01c37,N106NN,A321,AIRBUS A-321,0
takeoff,JFK,22R,1786752229.19,2026-08-15T00:03:49Z,40.646095,-73.766785,210.9,a34d52,N3113J,BCS3,AIRBUS A220-300,0
landing,LGA,22,1786752283.73,2026-08-15T00:04:43Z,40.777874,-73.876938,210.9,a40797,N359PX,B738,BOEING 737-800,0
takeoff,JFK,22R,1786752285.36,2026-08-15T00:04:45Z,40.646851,-73.766205,210.9,aca02f,N912XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,LGA,13,1786752306.0,2026-08-15T00:05:06Z,40.779365,-73.872382,120.9,a1584a,N186PQ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
landing,JFK,22L,1786752343.27,2026-08-15T00:05:43Z,40.636963,-73.761353,210.9,a5c4e2,N471AS,B739,BOEING 737-900,0
takeoff,JFK,22R,1786752357.67,2026-08-15T00:05:57Z,40.647354,-73.765808,210.9,484371,PH-BQK,B772,BOEING 777-200,0
takeoff,LGA,13,1786752392.92,2026-08-15T00:06:32Z,40.781855,-73.877579,123.8,ac049e,N87353,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,22,1786752411.32,2026-08-15T00:06:51Z,40.773639,-73.87992,185.6,a50900,N423YX,E75L,EMBRAER ERJ-170-200 (long wing),0
takeoff,JFK,31L,1786752423.55,2026-08-15T00:07:03Z,40.635751,-73.788893,300.9,a449af,N3757D,B738,BOEING 737-800,0
takeoff,JFK,22R,1786752482.27,2026-08-15T00:08:02Z,40.646318,-73.766623,210.9,a1a3a9,N2043J,A21N,AIRBUS A-321neo,0
takeoff,LGA,13,1786752485.78,2026-08-15T00:08:05Z,40.779705,-73.873093,123.8,ab5c69,N831DN,B739,BOEING 737-900,0
landing,JFK,22L,1786752507.8,2026-08-15T00:08:27Z,40.63448,-73.76329,213.8,a01bbc,N106HQ,E75L,EMBRAER ERJ-170-200 (long wing),0
landing,LGA,22,1786752555.35,2026-08-15T00:09:15Z,40.774523,-73.879686,205.3,a8a0d9,N655RW,E170,EMBRAER ERJ-170-100,0
takeoff,LGA,13,1786752567.21,2026-08-15T00:09:27Z,40.779488,-73.872635,123.8,a445d9,N3746H,B738,BOEING 737-800,0
