type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
takeoff,JFK,13R,1689380891.01,2023-07-15T00:28:11Z,40.634715,-73.783758,120.9,a423d7,N366NW,A320,AIRBUS A-320,0
landing,JFK,31L,1689383098.66,2023-07-15T01:04:58Z,40.639938,-73.793289,300.9,780aa5,B-LRE,A359,AIRBUS A-350-900,0
takeoff,JFK,31L,1689383100.57,2023-07-15T01:05:00Z,40.640011,-73.793465,300.9,780aa5,B-LRE,A359,AIRBUS A-350-900,0
landing,JFK,31L,1689384237.04,2023-07-15T01:23:57Z,40.640579,-73.794601,306.6,3463da,EC-NHM,A333,AIRBUS A-330-300,0
takeoff,JFK,31L,1689384237.04,2023-07-15T01:23:57Z,40.640579,-73.794601,306.6,3463da,EC-NHM,A333,AIRBUS A-330-300,0
landing,JFK,31L,1689384608.21,2023-07-15T01:30:08Z,40.634913,-73.782198,300.9,40771a,G-VDOT,A35K,AIRBUS A-350-1000,0
landing,JFK,31L,1689385666.07,2023-07-15T01:47:46Z,40.634949,-73.782272,300.9,06a129,A7-ANM,A35K,AIRBUS A-350-1000,0
takeoff,JFK,31L,1689385864.07,2023-07-15T01:51:04Z,40.640627,-73.794776,300.9,06a129,A7-ANM,A35K,AIRBUS A-350-1000,0
takeoff,JFK,13R,1689386022.67,2023-07-15T01:53:42Z,40.641721,-73.793059,112.5,4b187f,HB-JHF,A333,AIRBUS A-330-300,0
takeoff,LGA,22,1689387688.71,2023-07-15T02:21:28Z,40.770184,-73.884537,185.6,a45592,N379DN,A321,AIRBUS A-321,0
landing,LGA,22,1689389709.56,2023-07-15T02:55:09Z,40.777759,-73.87555,213.8,a32ebb,N304FR,A20N,AIRBUS A-320neo,0
takeoff,LGA,22,1689389709.56,2023-07-15T02:55:09Z,40.777759,-73.87555,213.8,a32ebb,N304FR,A20N,AIRBUS A-320neo,0
landing,JFK,31L,1689391450.95,2023-07-15T03:24:10Z,40.635029,-73.782471,300.9,780cb6,B-2485,B748,BOEING 747-8,0
landing,JFK,04L,1689391828.54,2023-07-15T03:30:28Z,40.627022,-73.783555,354.4,4bb1c5,TC-LNE,A333,AIRBUS A-330-300,0
takeoff,JFK,31L,1689392277.42,2023-07-15T03:37:57Z,40.641279,-73.795119,343.1,40771a,G-VDOT,A35K,AIRBUS A-350-1000,0
landing,JFK,31L,1689392342.88,2023-07-15T03:39:02Z,40.635216,-73.782869,300.9,8691cc,JA785A,B77W,BOEING 777-300ER,0
landing,JFK,04R,1689392730.93,2023-07-15T03:45:30Z,40.630337,-73.770142,22.5,a03235,N111ZM,A321,AIRBUS A-321,0
landing,JFK,31L,1689392779.07,2023-07-15T03:46:19Z,40.634983,-73.782354,300.9,aa4548,N761AJ,B772,BOEING 777-200,0
landing,JFK,22L,1689392798.96,2023-07-15T03:46:38Z,40.630108,-73.766647,205.3,ad1cde,N944JT,A321,AIRBUS A-321,0
takeoff,JFK,22L,1689392801.9,2023-07-15T03:46:41Z,40.629868,-73.766846,205.3,ad1cde,N944JT,A321,AIRBUS A-321,0
landing,JFK,22L,1689392891.8,2023-07-15T03:48:11Z,40.630486,-73.766586,219.4,a3b11e,N337PJ,B738,BOEING 737-800,0
takeoff,JFK,31L,1689392925.94,2023-07-15T03:48:45Z,40.629421,-73.769913,284.1,a3b11e,N337PJ,B738,BOEING 737-800,0
landing,JFK,22L,1689393006.9,2023-07-15T03:50:06Z,40.629696,-73.767975,233.4,a7167f,N556JB,A320,AIRBUS A-320,0
takeoff,JFK,22L,1689393012.92,2023-07-15T03:50:12Z,40.629421,-73.768692,244.7,a7167f,N556JB,A320,AIRBUS A-320,0
landing,JFK,31L,1689393161.07,2023-07-15T03:52:41Z,40.634995,-73.782379,300.9,acf5be,N934NN,B738,BOEING 737-800,0
takeoff,JFK,31L,1689393179.95,2023-07-15T03:52:59Z,40.63539,-73.783243,300.9,acf5be,N934NN,B738,BOEING 737-800,0
