type,airport,runway,timestamp,timestamp_iso,lat,lon,track_deg,icao,registration,aircraft_type,description,db_flags
takeoff,JFK,22R,1722902449.49,2024-08-06T00:00:49Z,40.646576,-73.766418,210.9,aceb76,N931XJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
takeoff,JFK,31L,1722902459.82,2024-08-06T00:00:59Z,40.63347,-73.783852,300.9,a6b0bd,N530DE,A21N,,0
takeoff,JFK,22R,1722902517.81,2024-08-06T00:01:57Z,40.646633,-73.766357,210.9,a4c5d8,N4064J,A21N,AIRBUS A-321neo,0
landing,JFK,22L,1722902544.57,2024-08-06T00:02:24Z,40.630782,-73.766311,216.6,3c64ef,D-AIGO,A343,AIRBUS A-340-300,0
landing,LGA,22,1722902549.86,2024-08-06T00:02:29Z,40.773479,-73.879944,182.8,a15027,N184GJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
landing,LGA,22,1722902606.71,2024-08-06T00:03:26Z,40.77364,-73.880447,213.8,abaaa8,N8507C,B738,BOEING 737-800,0
landing,JFK,22R,1722902627.33,2024-08-06T00:03:47Z,40.629338,-73.779904,210.9,a06a5a,N126DU,BCS1,AIRBUS A220-100,0
takeoff,JFK,13L,1722902629.5,2024-08-06T00:03:49Z,40.649803,-73.769882,120.9,4bb146,TC-LJF,B77W,BOEING 777-300ER,0
landing,JFK,22L,1722902689.12,2024-08-06T00:04:49Z,40.630108,-73.767212,227.8,a9cecf,N731AN,B77W,BOEING 777-300ER,0
takeoff,JFK,22R,1722902738.34,2024-08-06T00:05:38Z,40.646381,-73.766571,212.3,e80447,CC-BGE,B789,BOEING 787-9 Dreamliner,0
takeoff,LGA,04,1722902800.64,2024-08-06T00:06:40Z,40.776083,-73.876627,75.9,a15027,N184GJ,CRJ9,BOMBARDIER Regional Jet CRJ-900,0
landing,JFK,22L,1722902838.06,2024-08-06T00:07:18Z,40.631235,-73.765874,213.8,a73dfe,N566JB,A320,AIRBUS A-320,0
takeoff,JFK,31L,1722902838.88,2024-08-06T00:07:18Z,40.634354,-73.780975,298.1,a779eb,N581DA,A21N,,0
